objectid,objectid_1,loc_time,loc_year,loc_qtr,loc_no,loc_nm,sample_day,temp,ph,do_,salinity,cod,coliform_cnt,t_n,t_p,cn,cu,pb,cd,zn,cr,as_,ni,hg,phenol,no3_n,no2_n,nh3_n,din,dip,chl_a,low_do,transparency,toc,din_wqi,dip_wqi,chl_a_wqi,low_do_wqi,transparency_wqi,wqi_score,wqi_grade,gubun,timeseries,x,y
384,384,2015년 4분기,2015,4,2,만석동 영종도 중간,2015-11-06,13.35,7.81,4.89,31.18,1.2,330,0.589,0.048,0,0.001,0.001,0,0.001,0,0,0,0,0,0.2893,0.05,0.11,0.4489,0.0425,0.15,60.8,0.8,13.45,2,4,1,4,3,64,Ⅴ,인천해역,201512,164602.3001,543901.1315
385,385,2015년 4분기,2015,4,3,인천남항 전면,2015-11-06,16.26,7.85,4.78,31.52,1.4,79,0.53,0.043,0,0.001,0.001,0,0,0,0,0,0,0,0.2257,0.0537,0.045,0.3246,0.0397,0.15,60.1,0.6,13.42,1,4,1,4,4,65,Ⅴ,인천해역,201512,164599.2403,537395.9511
386,386,2015년 4분기,2015,4,4,오이도 북방,2015-11-06,16.47,7.83,4.99,30.98,1.1,330,0.623,0.064,0,0.001,0.001,0,0.001,0,0,0.001,0,0,0.2497,0.0664,0.332,0.6094,0.0607,0,60.4,1.8,13.64,4,5,1,4,1,64,Ⅴ,인천해역,201512,172412.9213,528703.3205
387,387,2015년 4분기,2015,4,5,세어도 우측,2015-11-06,16.16,7.8,5.15,30.23,1.2,13,0.79,0.052,0,0.001,0,0,0.001,0,0,0.001,0,0,0.4546,0.0523,0.086,0.5929,0.0486,0,61.8,0.7,13.15,4,5,1,4,4,73,Ⅴ,인천해역,201512,162943.9033,552109.3209
388,388,2015년 4분기,2015,4,6,영종도 동남방,2015-11-06,16.44,7.84,4.92,31.67,0.8,2,0.501,0.042,0,0.001,0.001,0,0.006,0,0,0.001,0,0,0.1886,0.053,0.053,0.2941,0.0404,1.31,60.2,1.7,13.35,1,4,1,4,1,56,Ⅳ,인천해역,201512,161378.6589,532076.6217
389,389,2015년 4분기,2015,4,7,무의도 남방,2015-11-06,17.29,7.84,5.39,31.54,1.2,2,0.399,0.031,0,0.001,0.001,0,0.003,0,0,0,0,0,0.1535,0.0075,0.005,0.1659,0.0285,4.65,69.4,2.1,13.27,1,1,5,3,1,52,Ⅳ,인천해역,201512,146295.9739,524020.6439
390,390,2015년 4분기,2015,4,8,큰가리섬 서북방향,2015-11-06,16.32,7.85,4.88,31.46,2.1,2,0.687,0.042,0,0.002,0.001,0,0.021,0,0,0,0,0,0.1864,0.0386,0.17,0.3946,0.029,0,60.3,2,1.15,1,1,1,4,1,50,Ⅳ,인천해역,201512,164303.7937,525774.3435
391,391,2015년 4분기,2015,4,9,대부도 북단,2015-11-06,16.81,7.84,4.84,31.7,1,2,0.448,0.037,0,0.001,0.001,0,0.002,0,0,0.001,0,0,0.1884,0.022,0.006,0.2165,0.0329,0.15,61.2,1,0.693,1,2,1,4,1,52,Ⅳ,인천해역,201512,159865.1313,524252.9533
392,392,2015년 4분기,2015,4,10,영흥도 북단,2015-11-06,17.25,7.83,4.99,31.98,0.9,2,0.408,0.033,0,0.001,0.001,0,0,0.001,0,0,0,0,0.1725,0.0059,0.004,0.1821,0.0313,0.15,65.3,1.8,0.765,1,2,1,4,1,52,Ⅳ,인천해역,201512,155689.0467,526123.8003
393,393,2015년 4분기,2015,4,11,덕적도 북방(1),2015-11-05,18.39,7.86,3.95,31.99,0.5,2,0.332,0.026,0,0.001,0,0,0,0,0,0,0,0,0.1109,0.0012,0.005,0.117,0.024,0.15,52.1,2.1,0.661,1,1,1,4,1,50,Ⅳ,인천해역,201512,125192.1991,529578.1399
394,394,2015년 4분기,2015,4,12,인천공항 하단,2015-11-05,17.15,7.26,6.13,31.52,0.7,2,0.395,0.028,0,0.001,0.001,0,0.001,0,0,0,0,0,0.149,0.009,0.005,0.1629,0.0267,1.31,78.7,1.3,0.752,1,1,1,3,1,40,Ⅲ,인천해역,201512,153523.2117,535076.3497
395,395,2015년 4분기,2015,4,13,덕적도 북방(2),2015-11-05,18.03,7.85,3.82,32.09,0.4,2,0.334,0.027,0,0.001,0.001,0,0.002,0,0,0,0,0,0.1141,0.0014,0.004,0.1192,0.023,0,57.8,2.4,0.666,1,1,1,4,1,50,Ⅳ,인천해역,201512,125056.9261,541912.4225
396,396,2015년 4분기,2015,4,14,용유도 서방,2015-11-05,17.2,7.8,3.45,31.81,0.5,2,0.363,0.029,0,0.001,0,0,0.001,0,0,0,0,0,1.447,0.0022,0.101,0.2484,0.0261,0.15,45.2,1.3,0.694,1,1,1,4,1,50,Ⅳ,인천해역,201512,139282.7733,538250.9339
397,397,2015년 4분기,2015,4,15,장봉도 서방,2015-12-10,8.04,7.79,3.72,31.01,2.3,2,0.601,0.042,0,0.001,0,0,0,0.001,0,0,0,0,0.3825,0.0083,0.022,0.4127,0.0427,1.31,39,0.2,11.35,1,4,1,5,5,78,Ⅴ,강화해역,201512,125414.7601,554396.6735
398,398,2015년 4분기,2015,4,16,석모도 서남방,2015-12-10,7.9,7.83,3.7,29.94,3.4,2,0.868,0.054,0,0,0,0,0.001,0,0,0,0,0,0.5448,0.0096,0.002,0.5568,0.0474,2.47,38.2,0.2,1.518,4,5,3,5,5,92,Ⅴ,강화해역,201512,137125.0439,561699.5185
399,399,2015년 4분기,2015,4,17,만석부두 부근,2015-11-06,16.61,7.76,4.97,30.13,1.8,2300,0.809,0.164,0,0.001,0.001,0,0.006,0,0,0.001,0,0,0.2873,0.0485,0.45,0.7863,0.158,0,61,1.1,1.102,5,5,1,4,1,66,Ⅴ,인천해역,201512,167084.0735,544075.9303
400,400,2015년 4분기,2015,4,18,영흥도 남방,2015-11-06,17.29,7.58,7.43,31.22,0.4,2,0.417,0.033,0,0.001,0.001,0,0.004,0,0,0,0,0,0.1738,0.0054,0.012,0.1914,0.0313,0.15,93.9,1.7,0.682,1,2,1,1,1,22,Ⅰ,인천해역,201512,150438.9767,512526.3673
401,401,2015년 4분기,2015,4,19,선수 앞바다,2015-12-10,7.66,7.8,3.84,28.11,3.6,2,0.982,0.042,0,0,0,0,0,0,0,0,0.00001,0,0.5522,0.0359,0.016,0.6037,0.0308,1.45,38.8,0.2,1.528,4,2,1,5,5,80,Ⅴ,강화해역,201512,145326.6913,560099.6603
402,402,2015년 4분기,2015,4,20,교동 아래,2015-12-10,6.6,7.77,4.05,24.95,5.6,2,1.545,0.069,0,0,0,0,0.001,0,0,0,0.00002,0,1.1055,0.0135,0.083,1.2024,0.0638,3.64,37.9,0.2,1.395,5,5,5,5,5,100,Ⅴ,강화해역,201512,137584.8299,573875.1441
403,403,2015년 4분기,2015,4,21,서도 주문도 아래,2015-12-10,7.68,7.75,3.77,29.39,3.6,2,0.985,0.061,0,0,0,0,0.003,0.001,0,0,0.00012,0,0.6186,0.0114,0.006,0.636,0.0519,2.47,37.8,0.2,1.556,4,5,3,5,5,92,Ⅴ,강화해역,201512,132714.7071,561980.8649
404,404,2015년 4분기,2015,4,22,창후리 앞바다,2015-12-10,6.98,7.69,4.23,26.1,7.6,2,1.496,0.073,0,0.002,0,0,0.001,0,0,0,0.00025,0,1.0297,0.0187,0.069,1.117,0.0658,3.63,40.6,0.2,1.751,5,5,5,5,5,100,Ⅴ,강화해역,201512,142394.0567,572020.9837
405,405,2015년 4분기,2015,4,23,외포리 앞바다,2015-12-10,7.98,7.43,5.15,28.17,6.9,2,1.318,0.088,0,0.001,0,0,0,0,0,0,0.0002,0,0.8488,0.0149,0.072,0.9355,0.0829,4.79,51.1,0.2,1.615,5,5,5,4,5,90,Ⅴ,강화해역,201512,145606.3345,565339.3221
406,406,2015년 4분기,2015,4,24,초지리 앞바다,2015-11-06,15.3,7.81,5.17,27.51,1.7,79,1.234,0.057,0,0.001,0.001,0,0.012,0.001,0,0,0,0,0.8974,0.0438,0.007,0.9484,0.0559,0.29,62.3,0.3,0.828,5,5,1,4,5,78,Ⅴ,강화해역,201512,159773.9617,556317.1133
407,407,2015년 4분기,2015,4,25,운염도 북동방,2015-11-06,16.7,7.8,5.1,30.69,1,170,0.756,0.053,0,0.01,0.001,0,0.006,0,0,0,0.00014,0,0.4238,0.0498,0.113,0.5866,0.0513,0,62.9,0.6,0.799,4,5,1,4,4,73,Ⅴ,인천해역,201512,163991.5287,550347.3535
408,408,2015년 4분기,2015,4,28,덕적도 서방,2015-11-05,18,7.87,3.98,32.02,0.8,2,0.327,0.027,0,0.01,0.001,0,0.02,0,0,0,0,0,0.1128,0.0016,0.007,0.1217,0.023,0.15,52.3,2.1,0.667,1,1,1,4,1,50,Ⅳ,인천해역,201512,116582.3923,517603.9209
409,409,2015년 3분기,2015,3,31,석모도 서방,2015-08-20,26.6,7.9,6.7,25.7,3,4,0.952,0.046,0,0.001,0,0,0.002,0,0,0.001,0.00042,0.001,0.6103,0.02,0.002,0.6327,0.0444,1.45,99.9,0.2,1.484,4,4,1,1,5,44,Ⅲ,강화해역,201509,134720.0093,567576.4563
410,410,2015년 3분기,2015,3,32,장봉도 남동방,2015-08-10,26.1,7.3,6.2,28.3,1.3,2,0.46,0.106,0.001,0.003,0,0,0.002,0.012,0,0.004,0,0,0.3242,0.0498,0.024,0.398,0.0335,1.16,91.9,1.3,1.507,1,3,1,1,1,24,Ⅱ,인천해역,201509,147192.8489,545103.3001
411,411,2015년 3분기,2015,3,33,덕적도 서북방,2015-08-10,23,7.3,7.4,30.8,1.1,2,0.27,0.089,0.001,0.003,0,0,0.001,0,0,0,0.0001,0.001,0.0791,0.0262,0.007,0.1126,0.0183,0.15,108.4,2.2,1.255,1,1,1,1,1,20,Ⅰ,인천해역,201509,111999.9565,510713.2939
412,412,2015년 3분기,2015,3,34,영흥도 서방,2015-08-10,25,7.3,6.5,30.3,1,2,0.326,0.101,0.001,0.001,0,0,0.015,0,0,0,0,0.005,0.1106,0.0232,0.052,0.1859,0.0239,9.28,101.1,1.4,1.386,1,1,5,1,1,32,Ⅱ,인천해역,201509,148653.3443,518918.8791
413,413,2015년 3분기,2015,3,1,인천항 도크내,2015-08-11,26.8,7.3,7.2,26.9,2.1,3300,0.796,0.065,0,0.002,0,0,0.001,0.001,0,0.002,0,0.001,0.4247,0.0506,0.193,0.6678,0.0554,1.31,107.4,1.1,1.341,5,5,1,1,1,36,Ⅲ,인천해역,201509,165595.9593,540628.9499
414,414,2015년 3분기,2015,3,2,만석동 영종도 중간,2015-08-11,26.8,7.3,7.3,26.1,1.6,11,0.769,0.066,0,0.001,0,0,0.001,0.002,0,0.001,0.0001,0,0.4823,0.0551,0.14,0.677,0.0548,1.16,112.8,1,1.557,5,5,1,1,1,36,Ⅲ,인천해역,201509,164602.3001,543901.1315
415,415,2015년 3분기,2015,3,3,인천남항 전면,2015-08-11,26.4,7.3,7.8,28.6,1.6,79,0.674,0.067,0,0.001,0,0,0.001,0,0,0.001,0.0002,0,0.2791,0.0372,0.185,0.5011,0.05,2.32,115.8,1.4,1.549,3,5,2,1,1,35,Ⅲ,인천해역,201509,164599.2403,537395.9511
416,416,2015년 3분기,2015,3,4,오이도 북방,2015-08-11,26.6,7.2,5.2,28.3,2.5,1300,1.048,0.112,0,0.001,0,0,0.001,0,0,0.002,0.0002,0,0.2579,0.0767,0.698,1.0331,0.0904,2.32,84.8,0.9,1.984,5,5,2,2,3,55,Ⅳ,인천해역,201509,172412.9213,528703.3205
417,417,2015년 3분기,2015,3,5,세어도 우측,2015-08-11,27,7.2,7.1,17.3,2,230,1.451,0.074,0,0.003,0.001,0,0.002,0,0.002,0.002,0.0002,0,1.134,0.0743,0.026,1.2341,0.0655,5.21,102.1,0.6,1.535,5,5,5,1,4,57,Ⅳ,인천해역,201509,162943.9033,552109.3209
418,418,2015년 3분기,2015,3,6,영종도 동남방,2015-08-11,26.4,7.4,7.8,28.1,1.4,130,0.761,0.07,0,0.003,0,0,0.001,0,0,0.001,0,0,0.33,0.0417,0.183,0.5548,0.048,2.33,120.1,1.4,1.438,4,5,2,1,1,37,Ⅲ,인천해역,201509,161378.6589,532076.6217
419,419,2015년 3분기,2015,3,7,무의도 남방,2015-08-10,25.1,7.4,7.4,30.2,1.8,2,0.477,0.051,0,0.002,0,0,0.001,0,0,0,0.0001,0,0.1302,0.0213,0.028,0.1794,0.0211,4.64,116.7,2.2,1.636,1,1,5,1,1,32,Ⅱ,인천해역,201509,146295.9739,524020.6439
420,420,2015년 3분기,2015,3,8,큰가리섬 서북방향,2015-08-11,25.8,7.4,9.6,29.8,2.4,7,0.486,0.053,0,0.001,0,0,0.001,0,0,0.001,0,0,0.0918,0.0172,0.112,0.2214,0.0216,14.94,133.1,1,1.526,1,1,5,1,1,32,Ⅱ,인천해역,201509,164303.7937,525774.3435
421,421,2015년 3분기,2015,3,9,대부도 북단,2015-08-10,26.1,7.4,9.1,29.8,2.9,2,0.478,0.054,0,0.001,0,0,0.001,0,0,0.001,0.0002,0,0.1289,0.017,0.01,0.1556,0.0142,20.45,123,1.5,1.873,1,1,5,1,1,32,Ⅱ,인천해역,201509,159865.1313,524252.9533
422,422,2015년 3분기,2015,3,10,영흥도 북단,2015-08-10,26.5,7.4,8.7,29.4,1.8,2,0.538,0.062,0,0.001,0,0,0.001,0.007,0,0.001,0,0,0.1859,0.0252,0.068,0.2786,0.0258,11.32,113.7,1.8,1.711,1,1,5,1,1,32,Ⅱ,인천해역,201509,155689.0467,526123.8003
423,423,2015년 3분기,2015,3,11,덕적도 북방(1),2015-08-10,24.1,7.2,6.7,30.5,1.1,2,0.363,0.048,0,0.001,0,0,0.001,0.001,0,0,0,0,0.076,0.0247,0.006,0.1068,0.0172,0.13,103.6,2,1.369,1,1,1,1,1,20,Ⅰ,인천해역,201509,125192.1991,529578.1399
424,424,2015년 3분기,2015,3,12,인천공항 하단,2015-08-10,26,7.5,7.4,29.6,2.2,2,0.555,0.07,0,0.002,0,0,0.001,0,0,0.001,0.0003,0.003,0.1616,0.0249,0.13,0.3169,0.0352,1.31,107.7,1.4,1.548,1,3,1,1,1,24,Ⅱ,인천해역,201509,153523.2117,535076.3497
425,425,2015년 3분기,2015,3,13,덕적도 북방(2),2015-08-10,23.7,7.3,6.1,30.4,0.9,2,0.4,0.054,0,0.002,0,0,0.001,0,0,0,0,0.002,0.1142,0.0255,0.008,0.1482,0.0187,3.34,95.8,0.9,1.403,1,1,5,1,3,38,Ⅲ,인천해역,201509,125056.9261,541912.4225
426,426,2015년 3분기,2015,3,14,용유도 서방,2015-08-10,25.3,7.3,6.8,28.7,1.4,2,0.596,0.071,0,0.001,0,0,0.001,0.001,0,0,0.0002,0.003,0.2787,0.0441,0.02,0.3432,0.0314,1.31,100.5,1,1.476,1,2,1,1,1,22,Ⅰ,인천해역,201509,139282.7733,538250.9339
427,427,2015년 3분기,2015,3,15,장봉도 서방,2015-08-20,25.9,7.9,7.2,29.4,1.8,2,0.601,0.042,0,0.004,0,0,0.005,0,0,0,0.00001,0,0.2842,0.0279,0.005,0.3169,0.0313,0.29,104.2,1.2,1.477,1,2,1,1,1,22,Ⅰ,강화해역,201509,125414.7601,554396.6735
428,428,2015년 3분기,2015,3,16,석모도 서남방,2015-08-20,26.1,7.9,6.9,28.6,2,2,0.688,0.038,0,0.001,0,0,0.002,0,0,0,0,0,0.3328,0.033,0.005,0.3706,0.0362,0.29,101.2,1,1.553,1,3,1,1,1,24,Ⅱ,강화해역,201509,137125.0439,561699.5185
429,429,2015년 3분기,2015,3,17,만석부두 부근,2015-08-11,27.2,7.1,4,23.6,6.8,2300,1.895,0.199,0,0.003,0,0,0.003,0,0,0.003,0.0002,0.002,0.303,0.0801,1.383,1.766,0.1046,0.15,101.5,1.1,2.437,5,5,1,1,1,36,Ⅲ,인천해역,201509,167084.0735,544075.9303
430,430,2015년 3분기,2015,3,18,영흥도 남방,2015-08-10,26,7.3,6.4,30.8,2,7,0.418,0.068,0,0.001,0,0,0.001,0,0,0,0,0,0.1087,0.0224,0.056,0.187,0.0226,1.31,104.8,1.6,1.514,1,1,1,1,1,20,Ⅰ,인천해역,201509,150438.9767,512526.3673
431,431,2015년 3분기,2015,3,19,선수 앞바다,2015-08-20,26.6,7.8,6.2,26.7,3.5,2,0.982,0.042,0,0.001,0,0,0.002,0,0,0,0,0,0.5522,0.0359,0.002,0.5905,0.0308,0.29,95.6,0.6,2.118,4,2,1,1,4,37,Ⅲ,강화해역,201509,145326.6913,560099.6603
432,432,2015년 3분기,2015,3,20,교동 아래,2015-08-20,27.1,7.8,6.6,20.7,5.6,70,1.288,0.063,0,0.001,0,0,0.001,0.001,0,0,0,0,1.0202,0.0133,0.003,1.0369,0.0618,1.31,95.8,0.2,1.559,5,5,1,1,5,48,Ⅳ,강화해역,201509,137584.8299,573875.1441
433,433,2015년 3분기,2015,3,21,서도 주문도 아래,2015-08-20,26.1,7.9,6.9,28,3.2,2,0.772,0.043,0,0.001,0,0,0.001,0,0,0,0,0,0.4274,0.0223,0.004,0.4533,0.0401,1.45,102.1,0.4,1.451,2,4,1,1,5,40,Ⅲ,강화해역,201509,132714.7071,561980.8649
434,434,2015년 3분기,2015,3,22,창후리 앞바다,2015-08-20,27.1,7.7,6.5,19.1,4.9,26,1.373,0.057,0,0.001,0,0,0.001,0,0,0,0,0,1.1653,0.0085,0.008,1.1817,0.0566,1.32,98.8,0.2,1.381,5,5,1,1,5,48,Ⅳ,강화해역,201509,142394.0567,572020.9837
435,435,2015년 3분기,2015,3,23,외포리 앞바다,2015-08-20,26.9,7.8,6.7,22.5,3.2,23,1.144,0.05,0,0.001,0,0,0.001,0.004,0,0,0.00023,0.001,0.8595,0.0115,0.01,0.8814,0.0491,2.47,100.3,0.2,1.41,5,5,3,1,5,54,Ⅳ,강화해역,201509,145606.3345,565339.3221
436,436,2015년 3분기,2015,3,24,초지리 앞바다,2015-08-11,26.9,7.2,7,17.48,1.7,330,1.989,0.098,0,0.001,0,0,0.001,0,0,0,0,0,1.7775,0.063,0.011,1.8517,0.0742,0.15,96.7,0.5,1.708,5,5,1,1,5,48,Ⅳ,강화해역,201509,159773.9617,556317.1133
437,437,2015년 3분기,2015,3,25,운염도 북동방,2015-08-11,27.2,7.3,6.7,16.2,1.4,330,1.518,0.103,0,0.001,0,0,0.001,0,0,0,0,0,1.2223,0.0737,0.043,1.3394,0.0659,0.15,97.5,0.8,1.615,5,5,1,1,3,42,Ⅲ,인천해역,201509,163991.5287,550347.3535
438,438,2015년 3분기,2015,3,26,LNG기지 북방,2015-08-11,25.8,7.4,9,29.7,1,2,0.489,0.084,0,0.001,0,0,0.001,0,0,0,0,0,0.136,0.0241,0.143,0.3026,0.0348,5.8,130.8,0.6,1.481,1,3,5,1,4,45,Ⅲ,인천해역,201509,163827.1581,529414.2955
439,439,2015년 3분기,2015,3,27,장봉도 서남방,2015-08-20,26,7.9,7,29,1.1,2,0.704,0.036,0,0.002,0,0,0.002,0.033,0.001,0.001,0.00047,0.001,0.3316,0.0331,0.001,0.3659,0.0326,0.29,103.9,1,1.554,1,2,1,1,1,22,Ⅰ,강화해역,201509,136305.9251,553997.5815
440,440,2015년 3분기,2015,3,28,덕적도 서방,2015-08-10,23.2,7.3,7.5,30.8,0.3,2,0.255,0.07,0,0.001,0,0,0.001,0.001,0,0,0.0001,0,0.0794,0.0237,0.007,0.1104,0.0161,1.02,109.2,2.1,1.316,1,1,1,1,1,20,Ⅰ,인천해역,201509,116582.3923,517603.9209
441,441,2015년 3분기,2015,3,29,대이작도 서북방,2015-08-10,23.3,7.3,7.5,30.9,0.6,2,0.238,0.081,0,0.001,0,0,0.001,0,0,0,0.0002,0,0.0762,0.025,0.01,0.1109,0.0161,0,109.9,1.4,1.342,1,1,1,1,1,20,Ⅰ,인천해역,201509,125886.7203,519058.2249
442,442,2015년 3분기,2015,3,30,선갑도 북방,2015-08-10,24.1,7.1,7.2,30.8,0.4,2,0.259,0.09,0,0.001,0,0,0.001,0,0,0,0.0001,0,0.0684,0.0258,0.001,0.0954,0.0161,1.31,113.9,2.4,1.315,1,1,1,1,1,20,Ⅰ,인천해역,201509,123090.5883,506997.3307
443,443,2015년 2분기,2015,2,1,인천항 도크내,2015-06-23,23.3,7.7,7.4,31.6,1.6,2,0.403,0.037,0.001,0.002,0.001,0,0.001,0,0,0.001,0,0,0.159,0.0122,0.23,0.4008,0.0253,0.29,91.2,0.4,1.516,1,1,1,1,5,32,Ⅱ,인천해역,201506,165595.9593,540628.9499
444,444,2015년 2분기,2015,2,34,영흥도 서방,2015-06-23,20.1,7.9,8.7,32.1,1.3,2,0.173,0.018,0,0.002,0.001,0,0.001,0,0,0.001,0.0002,0.001,0.1093,0.0074,0.04,0.1571,0.0176,0.29,97.1,1.7,1.344,1,1,1,1,1,20,Ⅰ,인천해역,201506,148653.3443,518918.8791
445,445,2015년 2분기,2015,2,3,인천남항 전면,2015-06-23,22,7.8,8,31.8,2,6,0.352,0.034,0.001,0.001,0.001,0,0.001,0,0,0.001,0,0,0.162,0.0085,0.148,0.3184,0.0211,1.45,92.9,1.5,1.371,1,1,1,1,1,20,Ⅰ,인천해역,201506,164599.2403,537395.9511
446,446,2015년 2분기,2015,2,4,오이도 북방,2015-06-23,21.4,7.8,8.1,31.7,2.8,2,0.448,0.041,0.001,0.002,0.001,0,0.001,0,0,0.002,0,0,0.1603,0.0122,0.252,0.4241,0.0312,2.47,94.2,1.8,1.353,1,2,3,1,1,28,Ⅱ,인천해역,201506,172412.9213,528703.3205
447,447,2015년 2분기,2015,2,5,세어도 우측,2015-06-23,24.3,7.8,8.1,31.2,2.6,9,0.583,0.047,0.001,0.003,0.001,0,0.001,0.001,0,0.001,0,0,0.3454,0.016,0.214,0.5758,0.0395,1.31,92.8,0.4,1.423,4,4,1,1,5,44,Ⅲ,인천해역,201506,162943.9033,552109.3209
448,448,2015년 2분기,2015,2,6,영종도 동남방,2015-06-23,20.6,7.8,8.2,31.9,1.9,2,0.283,0.028,0.001,0.002,0.001,0,0.001,0,0,0.001,0,0,0.1262,0.0092,0.108,0.2431,0.0173,0.29,94.7,2.1,1.292,1,1,1,1,1,20,Ⅰ,인천해역,201506,161378.6589,532076.6217
449,449,2015년 2분기,2015,2,7,무의도 남방,2015-06-23,20.6,7.8,8.8,32,2.4,2,0.197,0.021,0.001,0.001,0.001,0,0,0,0,0.001,0,0,0.099,0.0076,0.064,0.1702,0.0124,0,84.2,3.5,1.288,1,1,1,2,1,30,Ⅱ,인천해역,201506,146295.9739,524020.6439
450,450,2015년 2분기,2015,2,8,큰가리섬 서북방향,2015-06-23,20.3,7.3,8.6,31.8,2.7,2,0.247,0.024,0.001,0.003,0.001,0,0.001,0,0,0.001,0,0,0.1101,0.0086,0.083,0.2018,0.0151,0,122.5,2.4,1.356,1,1,1,1,1,20,Ⅰ,인천해역,201506,164303.7937,525774.3435
451,451,2015년 2분기,2015,2,9,대부도 북단,2015-06-23,20.4,7.8,7,31.9,3.2,2,0.259,0.027,0.001,0.001,0.001,0,0,0,0,0.001,0,0,0.1097,0.0093,0.108,0.2266,0.0149,0.29,98.5,1.1,1.274,1,1,1,1,1,20,Ⅰ,인천해역,201506,159865.1313,524252.9533
452,452,2015년 2분기,2015,2,10,영흥도 북단,2015-06-23,20.1,7.9,6.8,32,2.8,2,0.244,0.025,0.001,0.001,0.001,0,0.001,0,0,0.001,0,0,0.1051,0.009,0.087,0.201,0.0151,0.15,93.9,2.6,1.284,1,1,1,1,1,20,Ⅰ,인천해역,201506,155689.0467,526123.8003
453,453,2015년 2분기,2015,2,11,덕적도 북방(1),2015-06-23,19.8,7.9,10.8,32.3,2.4,2,0.149,0.016,0.001,0.001,0.002,0,0,0,0,0.001,0,0,0.0813,0.0068,0.011,0.0991,0.0079,0,102.4,2,1.245,1,1,1,1,1,20,Ⅰ,인천해역,201506,125192.1991,529578.1399
454,454,2015년 2분기,2015,2,12,인천공항 하단,2015-06-23,20.1,7.6,9.2,31.9,1.5,2,0.219,0.021,0.001,0.003,0.001,0,0.001,0,0,0.002,0,0.001,0.1013,0.0082,0.032,0.1413,0.0136,0,107.5,2.6,1.467,1,1,1,1,1,20,Ⅰ,인천해역,201506,153523.2117,535076.3497
455,455,2015년 2분기,2015,2,13,덕적도 북방(2),2015-06-23,18.2,7.8,8.9,32.1,0.4,2,0.114,0.014,0.001,0.003,0.001,0,0.001,0,0,0.001,0.0001,0.001,0.0754,0.0075,0.006,0.089,0.0102,1.31,82,1.6,1.279,1,1,1,2,1,30,Ⅱ,인천해역,201506,125056.9261,541912.4225
456,456,2015년 2분기,2015,2,14,용유도 서방,2015-06-23,19.4,7.8,9,32.1,1.2,2,0.146,0.016,0.001,0.002,0.001,0,0.001,0,0,0.001,0,0.002,0.0998,0.0087,0.007,0.1158,0.0151,0,99.3,1.4,1.335,1,1,1,1,1,20,Ⅰ,인천해역,201506,139282.7733,538250.9339
457,457,2015년 2분기,2015,2,15,장봉도 서방,2015-06-09,18.3,7.9,7.2,31.2,2,490,0.317,0.037,0,0.002,0,0,0.002,0.001,0,0,0.0001,0,0.1671,0.0094,0.066,0.2423,0.0308,2.61,97.4,1.4,1.165,1,2,3,1,1,28,Ⅱ,강화해역,201506,125414.7601,554396.6735
458,458,2015년 2분기,2015,2,16,석모도 서남방,2015-06-09,19,7.7,6.9,30.7,1.9,8,0.32,0.025,0,0.002,0,0,0.001,0,0,0,0.0003,0,0.2453,0.0121,0.022,0.2793,0.0239,4.79,95.5,0.8,1.137,1,1,5,1,3,38,Ⅲ,강화해역,201506,137125.0439,561699.5185
459,459,2015년 2분기,2015,2,17,만석부두 부근,2015-06-23,23.5,7.8,7.4,30.8,2.8,2,1.695,0.109,0.001,0.006,0.001,0,0.003,0,0,0.003,0.0001,0.002,0.2321,0.0462,1.407,1.6849,0.0784,22.92,90.1,1.1,2.119,5,5,5,1,1,48,Ⅳ,인천해역,201506,167084.0735,544075.9303
460,460,2015년 2분기,2015,2,18,영흥도 남방,2015-06-23,19.3,7.8,8.3,32.5,2.4,2,0.195,0.019,0.001,0.003,0.001,0,0.001,0,0,0.001,0,0.003,0.1004,0.0087,0.045,0.1545,0.0142,0.15,98.3,2,1.226,1,1,1,1,1,20,Ⅰ,인천해역,201506,150438.9767,512526.3673
461,461,2015년 2분기,2015,2,19,선수 앞바다,2015-06-09,19.6,7.2,7,30,2.7,460,0.572,0.046,0,0.003,0,0,0.001,0,0,0,0.0001,0,0.3692,0.0137,0.139,0.522,0.0413,5.08,103.8,0.4,1.304,3,4,5,1,5,54,Ⅳ,강화해역,201506,145326.6913,560099.6603
462,462,2015년 2분기,2015,2,20,교동 아래,2015-06-09,20.2,7.9,6.3,29.2,2.2,2,0.541,0.045,0,0.002,0,0,0.002,0,0,0,0,0,0.4936,0.0142,0.023,0.5307,0.0461,3.77,88.3,0.7,1.159,3,5,5,2,4,63,Ⅴ,강화해역,201506,137584.8299,573875.1441
463,463,2015년 2분기,2015,2,21,서도 주문도 아래,2015-06-09,18.4,8,7.2,31.1,2.2,5,0.232,0.021,0,0.001,0,0,0.002,0,0,0,0.0002,0,0.1671,0.0081,0.026,0.2008,0.0214,4.93,94.6,0.7,1.114,1,1,5,1,4,41,Ⅲ,강화해역,201506,132714.7071,561980.8649
464,464,2015년 2분기,2015,2,22,창후리 앞바다,2015-06-09,20.8,7.9,6.5,27.5,3.1,2,0.783,0.045,0,0.002,0,0,0.002,0,0,0.001,0,0,0.7521,0.0151,0.011,0.7779,0.0488,5.96,89.6,0.5,1.472,5,5,5,2,5,70,Ⅴ,강화해역,201506,142394.0567,572020.9837
